Product,Author,Rating,Review,Date,date_review
iPhone 15,Talim (sk),5,"I love this phone. The camera is amazing: its I am
so happy","Dec, 2023","Dec, 2023"
iPhone 15,Zeeshan Khan,5,"Awesome quality I am very happy. Thank you
Flipkart.","Dec, 2023","Dec, 2023"
iPhone 15,Raj Singh,5,for me its 10 out of 10✨,"Dec, 2023","Dec, 2023"
iPhone 15,Abnish Sen,5,Super,"Jan, 2024","Jan, 2024"
iPhone 15,jithu reddy,5,Performance super,"Jan, 2024","Jan, 2024"
iPhone 15,Nirmala Sahu,5,"Just ok like any other premium android phone.
Sound is just fantastic and face unlock feature is
more convenient than fingerprint scanner. Battery
backup is more than android 5000 mah battery. This
is my frist iPhone, migrated from android due to
chipset heating problem in Google tensor chip and
Samsung exonys processsor.","Jan, 2024","Jan, 2024"
iPhone 15,Purnendu Mondal,5,"Switch from android to iPhone😍 Just wow. Camera
and battery backup is outstanding for daily use","Jan, 2024","Jan, 2024"
iPhone 15,Shubhanker Singh,5,Simply wow wow wow 😍❤️,"Jan, 2024","Jan, 2024"
iPhone 15,Krishna kishor Singh,4,best camera phone 🥰,"Jan, 2024","Jan, 2024"
iPhone 15,Flipkart Customer,5,"Awesome photography experience. Battery backup is
good . Display is much better than 14 version.","Jan, 2024","Jan, 2024"
iPhone 15,Nikhil Kumar,5,"Switch from OnePlus to iPhone I am stunned with
camera performance. Everything is perfect on
iPhone 15.","Jan, 2024","Jan, 2024"
Milton Electric Kettle,ABDUL RAJJAK,5,Good,"Jan, 2024","Jan, 2024"
iPhone 15,Gulshan Ahmed,5,Overall same,"Jan, 2024","Jan, 2024"
iPhone 15,Monish B,4.6,"Battery is worst!  I am moving from android, so i
feel my 20k android phone is better than this
iphone. Although i brought this for apple
ecosystem!","Jan, 2024","Jan, 2024"
iPhone 15,Mohammad Mubarak,5,"Everything lovely Just for the first time u wont
feel much difference b/w pro and non pro model
iphones.","Jan, 2024","Jan, 2024"
iPhone 15,Ajay Vishwakarma,5,Love the performance 👍,"Jan, 2024","Jan, 2024"
iPhone 15,SYAM SUNDER,5,Camera is so good,"Jan, 2024","Jan, 2024"
iPhone 15,RAHUL SEN,5,Such a amazing phone 🫶🏻,"Jan, 2024","Jan, 2024"
iPhone 15,SHASHANK PATHAK,5,"Great Experience Flipkart I am giving 10 of 10
Camera, Sound, Screen... Transportation Mi note 9
pro Max to Iphone 15 .","Jan, 2024","Jan, 2024"
iPhone 15,Kishu Kumar,5,Absolutely premium product..just wow,"Jan, 2024","Jan, 2024"
iPhone 15,Feroz Basha,5,Loved this product ❤️❤️,"Jan, 2024","Jan, 2024"
iPhone 15,Anwar Customer,5,"Only 90fps is need And best phone of the year goes
to this phone","Jan, 2024","Jan, 2024"
iPhone 15,Flipkart Customer,5,"This mobile is phenomenal, I like the camera most","Jan, 2024","Jan, 2024"
Samsung 7kg Washing Machine,Flipkart Customer,5,"Machine is excellent, no noise as such...","Jan, 2024","Jan, 2024"
iPhone 15,Flipkart Customer,5,Camera 🔥,"Jan, 2024","Jan, 2024"
iPhone 15,Sajib Das,5,"moving from android to apple is a surreal
experience. still apple could focus on more
flexibility towards the apps.","Jan, 2024","Jan, 2024"
iPhone 15,Sharon Lepcha,5,"I was sceptical of online purchase but I was wrong
I got what I ordered Best phone ever","Jan, 2024","Jan, 2024"
iPhone 15,Surabhi Das,4.6,Awesome...,"Jan, 2024","Jan, 2024"
iPhone 15,Akash Deep,5,"Camera is just wow. All classes clicks are done at
night....phone Performance is awesome.... I'm
writing now again for review...it's really
maintained its premium image","Jan, 2024","Jan, 2024"
iPhone 15,Abhijit Kumar,4,"A perfect n balanced phone ❣️. Was thinking of
switching to ios from last two years and yeah its
worth buying the black beauty 🖤.","Jan, 2024","Jan, 2024"
iPhone 15,ABIR MODAK,5,"The camera quality is just awesome ..just like
DSLR","Feb, 2024","Feb, 2024"
iPhone 15,Kriti Customer,4,"Just loved the product , colour , design is wow
and camera is amazing , just clicked first picture
of my grandmother 👵🏻 in portrait mode and results
r here in front of you guys 😍😘","Feb, 2024","Feb, 2024"
iPhone 15,Preenit Rai,5,"Camera is good but not too good like other camera
phone. Performance is good but missed 90hz
display. Battery is good enough for a day use.
Sound is quite awesome like no other phones Rest
phone is good to go for.","Feb, 2024","Feb, 2024"
Samsung 7kg Washing Machine,Bhuvanesh,5,"While start of rinse there will be high vibration
for 10 seconds.","Feb, 2024","Feb, 2024"
iPhone 15,Arunji Govindaraju,5,"Awesome product very happy to hold this. Better In
hand feel,matte finish. Good camera, Brighter
screen with Dynamic Island, USB-C, great battery
life.  60Hz display is a dealbreaker for some.Its
not much noticeable.  Thank u Flipkart for the
best deal and quick delivery.","Feb, 2024","Feb, 2024"
iPhone 15,Sunny Patel,5,Loved it 🥰,"Feb, 2024","Feb, 2024"
Samsung 7kg Washing Machine,Abhijit Sharma,5,"Writing this after 15 day use... Nice priduct,
minimum sound, good service, better quality then
LG।। Because I already use LG","Feb, 2024","Feb, 2024"
Samsung 7kg Washing Machine,Parmar Hardik,4,"**Overall Impression:** I am extremely satisfied
with my purchase of the Samsung 8 kg washing
machine. It combines generous capacity, energy
efficiency, and a variety of wash cycles, all
wrapped up in a sleek and user-friendly design. If
you're in the market for a reliable and efficient
washing machine, this model is definitely worth
considering.","Feb, 2024","Feb, 2024"
iPhone 15,Jayanth Jai,5,"Their is nothing to explain about Apple iPhone
nowadays everyone knows when ur comes to iPhone 15
is just amazing 🔥","Feb, 2024","Feb, 2024"
iPhone 15,Sandip Mandal,5,Great!,"Feb, 2024","Feb, 2024"
iPhone 15,Ayan Das,4,"Light weight phone. Camera and sound is fine and
performance is highly appreciable.","Feb, 2024","Feb, 2024"
iPhone 15,VENKATESH REDDY,5,Super Good Product,"Feb, 2024","Feb, 2024"
iPhone 15,Bhaskar Sharma,5,Awesome,"Feb, 2024","Feb, 2024"
iPhone 15,Flipkart Customer,4.6,Best for regular usage,"Feb, 2024","Feb, 2024"
Samsung 7kg Washing Machine,hemal khorasia,5,"Very excellent product and silent operation any
all very good feature with pre loded program","Feb, 2024","Feb, 2024"
iPhone 15,Mohammad Zishan,5,Amazing one_____😍😘✌️,"Feb, 2024","Feb, 2024"
Samsung 7kg Washing Machine,Zaheer AJ,5,"Excellent product. Saving lots of time, money and
energy. It's fun now to wash the clothes with this
latest technology. It gives relaxation and peace
of mind. Thanks to Samsung technology.","Mar, 2024","Mar, 2024"
iPhone 15,VinodKUMAR VinodKUMAR,5,Nice phone good,"Mar, 2024","Mar, 2024"
Samsung 7kg Washing Machine,SAINATH SHINDE,4.3,Best,"Mar, 2024","Mar, 2024"
Samsung 7kg Washing Machine,Tejesh K,5,"It's good for the job, but kindly listen, AI and
all these buzz words are useless after a couple of
days, the Only AI it has is pattern learning and u
can select from a mobile. It might complicate for
the elder people.","Mar, 2024","Mar, 2024"
Samsung Galaxy A35,Subhojit Saha,5,Fully satisfied with the Brand New A35,"Mar, 2024","Mar, 2024"
Samsung Galaxy A35,Ajay Singh,5,Overall good mobile,"Mar, 2024","Mar, 2024"
iPhone 15,Afzol Hussain,5,"Thanks Flipkart I m glad such a beautiful iPhone
15","Mar, 2024","Mar, 2024"
Samsung Galaxy A35,Surendra,5,Good,"Mar, 2024","Mar, 2024"
iPhone 15,Arpan Dewanjee,4,"Writing this review after extensive usage. Hope it
helps interested buyers decide. 1. Display:- 4/5
(Great display but limited to 60Hz in 2023-24) 2.
Camera:- 4/5 (Great cameras but no telephoto at
this price segment but this time Apple really
nailed it with the 15 series 24mp shots are very
sharp and detailed) 3. Performance:- 5/5 (One of
the fastest SOC available right now) 4. Battery:-
3/5 (Average battery life also charger not
included in the box and still charges slowly with
the 20w bric... READ MORE","Mar, 2024","Mar, 2024"
Samsung Galaxy A35,Flipkart Customer,5,Very nice 👌,"Mar, 2024","Mar, 2024"
Samsung 7kg Washing Machine,Arup Saha Roy,4,"It is a washing expert and full of advanced
technologies.its ecobubble technology is
wonderful,uses less amount of detergent but
creates bubbles to make the cloth new like
clean.you can manually select the temperature,spin
and rinsing time and you can also select the
washing mode by using the smart things app and
it's blackish grey look gives it a dashing
look.you can't help looking at it.the only cone is
that it cannot take much load to be more specific
it cannot arrange the clothes properly... READ
MORE","Mar, 2024","Mar, 2024"
iPhone 15,Flipkart Customer,4,"Using this Iphone 15 from 1month and it has best
Camera","Apr, 2024","Apr, 2024"
iPhone 15,Rishabh Jha,4,Awesome 🔥🔥☺️,"Apr, 2024","Apr, 2024"
Samsung Galaxy A35,RAHUL KUMAR YADAV,4,Better than M-series,"Apr, 2024","Apr, 2024"
iPhone 15,CHETAN TILWALIA,4.6,Nice 👌,"Apr, 2024","Apr, 2024"
iPhone 15,Varsha Sadanand Salve,4,"The iPhone 15 exceeded my expectations in every
way possible. The sleek design, stunning display,
and lightning-fast performance make it a standout
device in the smartphone market. The camera
quality is unparalleled, capturing every moment
with incredible detail and clarity. Plus, the
battery life is impressive, easily lasting me
throughout the day. With the added bonus of a
great deal and discount, purchasing the iPhone 15
from Flipkart was an absolute steal.","Apr, 2024","Apr, 2024"
iPhone 15,Anish Sanjay,5,Really its the best and richest design 😍,"Apr, 2024","Apr, 2024"
iPhone 15,Ajmir Hossain,5,"I have been using this phone since two months. And
this phone is amazing.  Camera- 10/10 Display-
10/10 Performance- 10/10 Battery- 9.5/10","Apr, 2024","Apr, 2024"
Samsung Galaxy A35,Ashish kumar Nayak,4,Good,"Apr, 2024","Apr, 2024"
iPhone 15,PROSIT DAS,5,As Expected 🤣😂🫣,"Apr, 2024","Apr, 2024"
Samsung Galaxy A35,Nikhil Mishra,5,Awesome 👌 phone,"Apr, 2024","Apr, 2024"
Samsung Galaxy A35,Sukhvinder Singh,4,Good Quality,"Apr, 2024","Apr, 2024"
Samsung 7kg Washing Machine,Sanjeev Shandil,5,Good machine,"Apr, 2024","Apr, 2024"
Milton Electric Kettle,Flipkart Customer,5,Good,"May, 2024","May, 2024"
iPhone 15,bijaya mohanty,4.6,"Just go for it.Amazing one.Beautiful camera with
super fast processor","May, 2024","May, 2024"
Samsung Galaxy A35,Murali K,4,"Good phone. Camera could have been better for this
price.","May, 2024","May, 2024"
iPhone 15,Abhishek Kumar,5,"awesome camera looks like Captured DSLR quality
Sounds quality best Battery backup is good not
better and best About performance i have no words","May, 2024","May, 2024"
Samsung Galaxy A35,Saurabh,5,Good for normal usage.,"May, 2024","May, 2024"
iPhone 15,Flipkart Customer,5,Nice product,"May, 2024","May, 2024"
iPhone 15,Nitin Kumar,5,Very nice product 👌👌👌👌👌,"May, 2024","May, 2024"
iPhone 15,dr sachchidanand pardeshi,5,Very good quality,"May, 2024","May, 2024"
Samsung Galaxy A35,Flipkart Customer,5,Good product,"May, 2024","May, 2024"
iPhone 15,Nilanjan Pal,4.6,Meet my expectations!,"May, 2024","May, 2024"
iPhone 15,Anubhav Chauhan,5,"I have recently switched from Android to ios, it
does feel very strange at the beginning but now I
am getting habitual to the ios It is really very
nice and feels premium. The camera is also very
nice. I am fully satisfied with this purchase.","Jun, 2024","Jun, 2024"
Samsung Galaxy A35,Altamash Hussain,3,"Awesome Smartphone with great Camera and Design
best for professional usage and Casual Gaming","Jun, 2024","Jun, 2024"
MarQ AC 2025,Ashis Baral,5,"AC is okay type. This is our third ac. Price is
more as per the quality. Installation guys are
horrible as always in Puri, Odisha. They come from
brand but always hesitate to install everything
properly. Always charge doubly or tripply for
tape, drain pipe and outdoor unit stands.","Jun, 2024","Jun, 2024"
iPhone 15,Amit Biswas,5,A Perfect Smartphone 😍❤️👌👌,"Jun, 2024","Jun, 2024"
Samsung 7kg Washing Machine,visak crazy,5,"Overall a great buy from samsung. Used to top load
machines but this front load performs better than
top load with less noise and some additional
features. Better for 3-4 person family. 8kg
machine can easily fit 10-15 clothes at a time.
Card offers are good as its available all time.
Pros: Noise free compared to other machines.
Better wash and added features with hygiene steam.
Cons: Inlet valve might have been bit long. Rat
mesh quality could have been better. Wifi enabled
features are no... READ MORE","Jun, 2024","Jun, 2024"
Samsung Galaxy A35,Rajan Kumar,2,"Body made with plastic, camera quality is poor.
Battery back is not upto the mark. Basic drawback
is Samsung not provided adeptor","Jun, 2024","Jun, 2024"
Samsung Galaxy A35,Flipkart Customer,4.3,"The handset performance is very good and delivery
service is very good and upto mark. The device
aint a gaming device as it is a mid range
processor but it really does serve the purpose of
multi tasking, image processing etc you can do a
bit of gaming but donot expect too much for that
purpose. The display is next level and
customisation experience is taken to a whole new
level by thr Good Lock app and remember it needs
to be updated as soon as taken out from the box.
Loving the device and no... READ MORE","Jun, 2024","Jun, 2024"
MarQ AC 2025,MD SAHIN HOSSAIN,4,Nice product,"Jun, 2024","Jun, 2024"
Realme C61,Flipkart Customer,5,Good,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Tushar Saha,5,"Superb,one month experience, samsung eco bubbles
8kg go for it,less noise, washing quality is
terrific,full storage 60ml -90ml detergent liquid
is enough,Inox grey colour is nice, almost 80%
drying full complete circle, clothes are without
wrinkles than hand wash.",11 months ago,"Aug, 2024"
Samsung Galaxy A35,Samit Vishwakarma,4,Best product provided to me,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Pinky Patnaik,5,"Everything is good about the machine, but
installation and demo is a big zero, if bought
from Flipkart. I have raised a concern with
Flipkart regarding this, but no action was taken.
I would request Flipkart to have a better
installation support team.",11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Sunil Goyal,4,Overall good,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Patel Ronak,5,"I am writing this review after using 2 months of
Samsung 7kg front load machine 1.washing quality
superb. 2.no any sound or vibration during washing
cycle. 3. Smooth and silent operation. 4.suitable
for couple or couple with 2 children.",11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Flipkart Customer,3,"Touch panels are not visible.. also one touch
option is not working properly",11 months ago,"Aug, 2024"
Realme C61,Kota Ashok,4.4,Ok,11 months ago,"Aug, 2024"
Realme C61,Aniket Dhakad,4,nice smart phone under this price,11 months ago,"Aug, 2024"
Realme C61,PRIYA NAIK,5,Nice,11 months ago,"Aug, 2024"
Realme C61,Flipkart Customer,3,Ok not Brad,11 months ago,"Aug, 2024"
Realme C61,Biranchi kumar sahoo,4,Nice project,11 months ago,"Aug, 2024"
Samsung Galaxy A35,Flipkart Customer,4.3,Charging point wrost,11 months ago,"Aug, 2024"
Realme C61,Sara Sara,4,Ok 0ok,11 months ago,"Aug, 2024"
Realme C61,DANGAL SINGH,5,Very good,11 months ago,"Aug, 2024"
Realme C61,Flipkart Customer,3,Lags a lot. Did not expect such a low quality,11 months ago,"Aug, 2024"
Realme C61,ASHOK MEKA,4.4,Good 👍,11 months ago,"Aug, 2024"
Realme C61,Flipkart Customer,5,So good vary nice pice,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,charan myneni,4.3,Super Product  🚚 person is good and hard worker,11 months ago,"Aug, 2024"
Realme C61,Singaravelu Anandhan,5,Superb,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,TUBAI KHETO,4,"Good product, rat mesh quality is very bad",11 months ago,"Aug, 2024"
Realme C61,Shivshankar Singh,4.4,Good look,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,vivek vikram,5,"Writing this review after almost 15 days of use.
Buy stand first and foremost requirment. U can
bargain with service engineer. Very less sound
while washing. Little bit of sound while spinning
at 1400 rpm, which is ok and all washing machine
does make that sound. Performance is quite good.
Weight is good, so it does not wobble too much,
for which i was worried initially. But all good
and everyone can buy it. Features are good and it
also removes stains from collar, which i had not
expected. T... READ MORE",11 months ago,"Aug, 2024"
MarQ AC 2025,Suraj Singh,5,"Product is very nice. I am already using same two
AC,s of MarQ from last two years. Totally money
valued product by Flipkart. But this time copper
pipes were missing in the compressor box. But I
managed because I have already wall fitted pipes.
So I didn't need them.",11 months ago,"Aug, 2024"
Realme C61,Subhan Khan,4,Phone is super qality,11 months ago,"Aug, 2024"
Realme C61,Pratap Sahoo,5,Good Looking Phone,11 months ago,"Aug, 2024"
Realme C61,computer co,5,Good,11 months ago,"Aug, 2024"
Samsung 7kg Washing Machine,Harish CM,5,"Good performance, I like child lock option and
totally its good product worth for money, thank
you",11 months ago,"Aug, 2024"
MarQ AC 2025,BISWAROOP BISWAS,5,"Already using Marq products from last few years
and happy with the quality and services. So,
purchased this 1T-5 Star AC. Using the AC from
last 30 days. As of now all seems good. Product
got delivered within 2 days and surprisingly the
installation was also done on the delivered date.
Few views from my end:  PROS: Very quick cooling
Suitable for room upto 100-110 sq.ft. AC noise is
not so much 4-in-1 convertible mode is very nice
CONS: Remote can be modified by showing the Labels
on the kno... READ MORE",11 months ago,"Aug, 2024"
iPhone 15,Kesab Pradhan,4,Nice photo,10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Narendra Osuri,5,"Bought 8kg fully automatic load for 28k in sale.
I'm loving my new 8kg fully automatic washing
machine! It's so convenient and easy to use. Just
add clothes, detergent, and select the cycle -
done! It saves me time and effort. Cleaning is
thorough, and it's quiet too. Highly recommend!",10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Flipkart Customer,5,Good,10 months ago,"Sep, 2024"
Realme C61,Tanu Shree,5,"Products is nice according to price , but camera
is not good Except camera all are ok 👍🏻",10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Naresh korani,5,Awesome pro,10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Debangshu Samanta,5,Great pr,10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,VEMULAMADA NAGARAJU,5,"Delivery experience was horrible. Only one person
has come for delivery. How can one person lift
this 65kg item. Now customer has no choice other
than to follow the delivery boy for lifting and
placing it in my home. What kind of a delivery
manner it is? What if only ladies at home? Does
the Flipkart expect the same experience with women
too? Flipkart must respond to this. Overall, good
product with worst delivery experience.",10 months ago,"Sep, 2024"
Samsung Galaxy A35,Sanjay oraon,3,Brand is brand,10 months ago,"Sep, 2024"
Samsung Galaxy A35,Shri Devi,4,Almost good and value for money.🤑,10 months ago,"Sep, 2024"
Realme C61,Mahesh Malviya,4,THIS MOBILE IS BEST ON RANGE THIS MOBILE,10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Meelind Patil,5,"Machine working is very good. I am totally
satisfied by this product. Washing quality of
clothes are also good. There is no need of pre
hand washing to clothes. Ai tecnology works. It's
totally full of value for money.",10 months ago,"Sep, 2024"
Realme C61,Flipkart Customer,5,Awesome 🤩 thanks Flipkart,10 months ago,"Sep, 2024"
Samsung Galaxy A35,Ashish Ayushman Mohanty,4.3,"For a Budget phone it's overpriced. Performance is
ok. It's a decent product for the price. But
overall features are great. If You are not into
gaming and don't want to spend on Galaxy S series
lineup then you can consider this phone.",10 months ago,"Sep, 2024"
Samsung Galaxy A35,Manu Kumar,5,Nice phone,10 months ago,"Sep, 2024"
Samsung Galaxy A35,Mahendra Kumar Lohar,5,"Nice Samsung mobile A35 and good quality. Good
camera and handset quality, Superb quality.",10 months ago,"Sep, 2024"
Realme C61,Bharath Raj,4,Ok,10 months ago,"Sep, 2024"
Realme C61,Manoj Bisht,5,Good,10 months ago,"Sep, 2024"
Samsung Galaxy A35,Devanand Donzzzz,4,Nice and affordable,10 months ago,"Sep, 2024"
Realme C61,Milan hoque,5,Goid,10 months ago,"Sep, 2024"
Samsung Galaxy A35,Kaustavmoni Pathak,5,"Awesome phone the navy color looks so good, design
is fantastic. Speakers r not like Samsung with
default settings but when slider is set to 15-20%
towards R the effect increases. The caller speaker
(L) acts as a 2nd speaker so thats why sound
quality weakens on default. Depends on person to
person. A single charge 100% at around 9am will
give all day backup (without heavy usage like
games and all). But its a go for it phone for
sure. No regrets. Delivery was very slow that's
the only issue.",10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Sunny Singh,5,"You can go with your eye shut. Good performance
till date have used most functions and does the
job well. AI does good job by suggesting our
preferred wash cycles after a week of usage.",10 months ago,"Sep, 2024"
Realme C61,Harsh,3,Good at this price,10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Rakesh Mahev,4.3,"Thanks flipkart for safely delivering the product.
The machine is awesome...",10 months ago,"Sep, 2024"
Samsung Galaxy A35,KISHAN BHUT,4,Love this product Thank you flipkart,10 months ago,"Sep, 2024"
iPhone 15,Himanjan Bora,4,"Coming from an iPhone 11, the upgrade is not
completely unnecessary. I can see few daily
improvements which impacts me personally. The
battery back up is a good upgrade. The cameras are
obviously better. The Dynamic Island is alright
but not something I cannot live without. Face ID
works smoother.  I am not into games, so no
comments on that. For a regular person, this phone
is more than enough. And for people with other
Apple devices, this is just an awesome part of the
ecosystem.",10 months ago,"Sep, 2024"
Samsung 7kg Washing Machine,Joseph Manoj,4.3,Great product👌 Always Samsung 💕,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Flipkart Customer,5,"It's Good phone I buy it under 25000 in this
budget It's Good phone, only the problem is
battery drain little faster",9 months ago,"Oct, 2024"
Samsung Galaxy A35,Flipkart Customer,5,Love this phone,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Senthil Kumar,5,"Everything good except the heating issue. Phone
heating a lot during the phone usage. Even for
normal usage like checking social media also gets
the phone heating too much",8 months ago,"Oct, 2024"
Samsung Galaxy A35,Sonu Kumar Sharma,4,Best in this price range,9 months ago,"Oct, 2024"
Realme C61,Mayukh Kakati,3,Good phone . Battery backup is good,9 months ago,"Oct, 2024"
Realme C61,Sharvan kumar Kushwaha,5,Very good 👍,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Flipkart Customer,5,Heating issue n also camera is ok ok,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Flipkart Customer,4,"Not impressed with battery backup, overall budget
phone, go for it",9 months ago,"Oct, 2024"
Samsung Galaxy A35,Ambuj kumar,4,"Camera not as expected. Build quality is good.
Display is awesome 💯",8 months ago,"Oct, 2024"
Milton Electric Kettle,Furkan Khan,5,Nice product 👍,8 months ago,"Oct, 2024"
Realme C61,Devyani Patel,5,"Product Good...Thank Flipkart For Best Delivery.
Find the Best Device Under This Price.",8 months ago,"Oct, 2024"
Samsung Galaxy A35,manish,5,Battery drained issue,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Mangesh Pawshe,3,"Worth to buy✨️ Camera superb Battery backup
amazing Display smooth Performance good overall it
is a good buy for people who want a good phone in
a decent budget for a regular use.",8 months ago,"Oct, 2024"
Realme C61,Md Abrar Alam,4,"Pros Realme C61 Stylish Design: Attractive design
with a glossy back and curved edges. Large
Battery: 5000mAh capacity provides long battery
life. Large Display: 6.5-inch IPS LCD screen with
HD+ resolution. Good Camera: 13MP rear camera and
5MP front camera. Expandable Memory: Supports
microSD card expansion up to 256GB. Affordable
Price: Offers good value for the price. Cons
Realme C61 Average Performance: The MediaTek Helio
G35 processor may be limited in performance under
heavy usage. Lowe... READ MORE",8 months ago,"Oct, 2024"
Samsung Galaxy A35,Amrito Mistry,5,"If you buy under 25k then it's a good mid range
pH.. design and build quality was great. Camera
was not best but under 25k it's value for money.
Day by day used it's have full of features and
have deference experience.",9 months ago,"Oct, 2024"
Realme C61,Kull Razz,5,Nice this is wass i gifts 🎁 to my father,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Vikash Kumar,4,Camera good performance.....,8 months ago,"Oct, 2024"
Samsung Galaxy A35,Saurov Sarmah,4,"Overall okay camera is also okay not that good for
the budget but network issues can't play game need
to connect wifi even though we have 5g in our area",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Flipkart Customer,5,"This is very good washing machine and value for
money and it makes very less noice and its drum is
very big and consumes very less water and
electricity so dont waste your time for searching
washing go for it",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Reshma Amit Singh,5,Excellent product. Go for it.,8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,MD JUNAID ALAM,5,"Nice product with IoT. You can control the machine
with mobile. Elegant design, and good performance.
Delivery was quick and installation was also done
by Flipkart.",9 months ago,"Oct, 2024"
iPhone 15,Aniket Zurange,5,"I order smartphone from Flipkart. This is my 4th
phone i order. I have had the best experience
every time.",9 months ago,"Oct, 2024"
Realme C61,Nayeem Haque,4,"Realme C61 Nice product in Low Budget Flipkart is
good for online Shoping",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,JAYDIP Rajput,4,"Product was Good,, But Delivery and installation
was worst",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Uday Kiran,4.3,"This is Completely My After 4 Months Of Using
Review . 1) The First Thing Is The Product Quality
is Very Good And Heavy Weight 2) The Second Thing
Is The Product Washing Quality Is Fantastic And
Fine I Personally Love That Washing Quality 3) The
Third Thing Is The Product Noise Levels Are
Slightly Low And Minimal 4) The Fourth Thing Is
Maintenance This Product Is Generally Having No
Maintenance But Yearly 3 Times Drum Cleaning Cause
Drum Grem Free And Smell Free 5) And The Last
Thing Is My R... READ MORE",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Ashish sharma,4,Touch expensive but good mone,9 months ago,"Oct, 2024"
MarQ AC 2025,Parmod Kumar,5,"Good cooling ,work like 1.5 ton ac",8 months ago,"Oct, 2024"
Realme C61,Rohit Kumar,5,Good 👍,8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,TANUJ PATEL,5,Best price,9 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,JAYA SRI SAI SURENDRA RAYUDU,5,Worthy product.,9 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,pradip sose,5,"Excellent product, no noise, no vibration while
cleaning and small vibration at spinning (that's
Normal for washing machine)",8 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Saurav Sharma,5,"Used this for 15 days Washing quality is good its
intial stage will update it after 3 months",8 months ago,"Oct, 2024"
iPhone 15,Bibhu Prasad Bisoyi,5,"Nice Product Thanks for Flipkart Camera 10/10
Battery 8/10 Display 10/10",8 months ago,"Oct, 2024"
iPhone 15,Flipkart Customer,5,"Mobile battery consumption very fast So that I
charge 3 times to charge in a day",8 months ago,"Oct, 2024"
iPhone 15,Dr Rohith Gurugubelli,5,"Great for photography nd videography Especially
inbuilt 2x zoom helps a lot which is missing in
previous basic models",9 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,Rahul Dhaker,5,"Rat mash is too poor quality, I don't know they're
providing metal cover in bottom square of machine.
I think it's bad strategy and cheating with
customers, on second day after installation rats
cuts my machines tub 😞",8 months ago,"Oct, 2024"
Samsung Galaxy A35,Shubhajeet Sadhukhan,5,Fine,9 months ago,"Oct, 2024"
Samsung Galaxy A35,IGNASHIOUS F,4.3,"This phone make me happy greater than
expected,thank you so much for this service🤩🤩🤩",9 months ago,"Oct, 2024"
Samsung Galaxy A35,Sassi Narayanan,5,Overall good.,9 months ago,"Oct, 2024"
Realme C61,Mohammed Babu Azad,5,Good,8 months ago,"Oct, 2024"
Realme C61,Ajmal K r,5,"Build quality of back panel is so poor . It feels
like a paper",9 months ago,"Oct, 2024"
Samsung 7kg Washing Machine,PAROMITA METE,5,Awesome product,8 months ago,"Oct, 2024"
Realme C61,Krishna Kumar,4.4,Good,9 months ago,"Oct, 2024"
Samsung Galaxy A35,subhajit sadhukhan,5,"Display:It looks awesome, check my images Camera:
excellent picture and details captured Video:
Front camera 4k awesome. Battery: the normal user
two days and heavy using user one days.",8 months ago,"Oct, 2024"
